cards,class
"[164, 178, 178, 184, 184, 226, 226, 230, 230, 274, 348, 472, 477, 477, 652, 652, 814, 814, 891, 891, 31, 31, 132, 132, 234, 332, 332, 358, 358, 372]",Warrior
"[36, 164, 178, 184, 206, 250, 283, 348, 472, 497, 591, 593, 652, 772, 792, 811, 841, 891, 904, 910, 1163, 1226, 453, 898, 940, 1019, 1135, 1213, 1232, 1254]",Warrior
"[106, 178, 178, 250, 250, 378, 378, 460, 522, 522, 821, 821, 841, 841, 891, 891, 969, 969, 1008, 1117, 712, 712, 722, 722, 868, 972, 972, 1048, 1211, 1243]",Warrior
"[36, 153, 164, 178, 184, 226, 295, 315, 348, 472, 497, 522, 593, 652, 772, 841, 891, 957, 963, 969, 1008, 1163, 1196, 453, 712, 744, 1135, 1213, 1232, 1243]",Warrior
"[170, 170, 199, 199, 241, 241, 378, 378, 418, 418, 655, 655, 841, 841, 963, 987, 987, 46, 46, 174, 174, 287, 287, 361, 361, 506, 441, 441, 712, 712]",Warrior
"[36, 36, 164, 164, 184, 184, 283, 283, 315, 315, 348, 348, 472, 472, 497, 497, 652, 652, 772, 891, 891, 1101, 1101, 1163, 1198, 1198, 1226, 1236, 1236, 696]",Warrior
"[36, 164, 164, 184, 184, 250, 250, 472, 497, 522, 522, 593, 652, 652, 772, 792, 792, 863, 863, 891, 891, 904, 910, 963, 1097, 1117, 1163, 755, 764, 1048]",Warrior
"[153, 153, 170, 170, 178, 178, 226, 226, 230, 230, 241, 241, 250, 274, 378, 378, 460, 655, 655, 841, 841, 963, 987, 987, 1163, 1171, 712, 712, 731, 731]",Warrior
"[153, 153, 164, 164, 226, 226, 230, 230, 250, 348, 460, 472, 472, 477, 477, 487, 522, 522, 593, 652, 652, 772, 841, 841, 891, 891, 1163, 1226, 1232, 1254]",Warrior
"[106, 106, 295, 295, 315, 315, 348, 348, 497, 497, 772, 841, 841, 891, 891, 963, 969, 969, 1008, 1163, 237, 237, 712, 1143, 1143, 1211, 1211, 1243, 1248, 1248]",Warrior
"[164, 164, 184, 184, 206, 230, 230, 274, 348, 348, 472, 472, 477, 477, 497, 497, 522, 522, 593, 652, 652, 841, 841, 891, 891, 904, 904, 1163, 31, 92]",Warrior
"[106, 106, 178, 178, 250, 295, 295, 378, 378, 536, 536, 772, 841, 841, 963, 969, 969, 987, 987, 1008, 1163, 1196, 1196, 712, 712, 1143, 1143, 1211, 1211, 1243]",Warrior
"[36, 164, 178, 184, 206, 250, 348, 472, 497, 591, 593, 652, 772, 792, 811, 841, 891, 904, 910, 963, 1163, 1226, 453, 755, 898, 940, 1019, 1213, 1232, 1254]",Warrior
"[153, 164, 178, 184, 226, 230, 250, 348, 406, 460, 472, 497, 522, 591, 593, 652, 772, 841, 891, 904, 963, 969, 1163, 453, 712, 1135, 1213, 1232, 1243, 1254]",Warrior
"[36, 36, 153, 153, 178, 178, 226, 226, 230, 230, 250, 250, 274, 460, 472, 472, 477, 477, 652, 652, 681, 811, 811, 904, 904, 31, 31, 132, 132, 731]",Warrior
"[36, 36, 184, 184, 250, 348, 348, 472, 487, 497, 591, 591, 652, 652, 772, 891, 891, 1101, 1101, 1163, 1198, 1198, 1226, 1236, 1236, 696, 1233, 1232, 1248, 1248]",Warrior
